Leading.proteins.Positions.within.proteins;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d5_01;log2 N2_d5_02;log2  N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value N2_d15_N2_d5; Student's T-test q-value N2_d15_N2_d5; Student's T-test Difference N2_d15_N2_d5;Student's T-test Test statistic N2_d15_N2_d5;Sign p-val: 0.05 
H2FLK8(1249);24,4246;24,7707;24,1487;23,0159;25,9021;26,2971;25,9812;26,6768;2,64143;0,00125209;-2,12433;-5,07207;+
H2FLK8(212);18,938;18,6818;17,6245;20,1154;24,6685;24,1648;24,4815;24,7091;4,42073;0;-5,66608;-10,7666;+
H2FLK8(223);17,9339;18,8916;20,8358;19,4062;20,7216;21,4257;21,4496;21,2655;1,67502;0,0100411;-1,94873;-3,09936;+
H2FLK8(252);19,7527;20,7915;20,0011;18,7875;21,4503;21,5427;19,9962;21,4389;1,21072;0,0296254;-1,27382;-2,29457;+
H2FLK8(139);23,9617;22,3567;24,5032;24,2944;24,0847;24,0177;22,789;24,4046;0,0255099;0,915747;-0,0449724;-0,0746065;
H2FLK8(1327);19,9301;19,9335;20,3441;19,2611;22,6411;22,7069;21,6942;23,6942;3,03268;0,000705107;-2,81688;-6,04489;+
H2FLK8(330);27,2051;28,1537;24,7675;26,5657;24,5875;24,4363;24,5017;24,7357;1,58584;0,0124861;2,10773;2,93989;+
H2FLK8(334);18,934;21,8092;21,0032;19,598;23,5496;22,5644;24,646;24,0325;2,27815;0,00325954;-3,362;-4,26873;+
H2FLK8(1343);18,493;20,1333;19,6659;18,6474;24,0737;23,8125;24,0735;25,1826;4,25935;0;-5,05069;-10,0899;+
H2FLK8(1349);22,309;22,372;21,1508;24,858;24,3636;23,9827;23,147;24,1988;0,742654;0,0926476;-1,25058;-1,51374;
H2FLK8(1357);18,3429;17,421;20,0485;18,4659;23,1363;23,0118;23,3827;23,6099;3,80988;0,000363636;-4,71559;-8,40129;+
H2FLK8(80);18,3252;20,8939;19,5093;20,1879;21,7752;20,9028;21,4426;21,0547;1,44501;0,0174727;-1,56478;-2,69338;+
H2FLK9(1137);20,8075;20,116;20,1977;18,9993;23,1752;23,0892;24,0932;24,193;3,55555;0,000265957;-3,60752;-7,55928;+
H2FLK9(1144);20,4248;20,2577;20,0768;20,7771;22,6411;22,7069;21,8519;23,6942;2,92543;0,000938346;-2,33944;-5,76586;+
H2FLK9(1131);24,3462;24,1;21,2067;24,268;26,3524;26,0501;25,4935;26,7405;1,80257;0,00800284;-2,67889;-3,33261;+
H2KYH5(232);23,4842;22,0543;24,3293;25,951;27,9375;27,5458;28,1051;28,9613;2,53264;0,00166814;-4,1827;-4,82226;+
H2KYH5(372);24,0961;25,4059;22,6545;26,6069;21,6544;19,83;20,3389;21,6353;2,12382;0,00433564;3,82618;3,95212;+
H2KYH5(384);23,028;22,4036;21,5827;26,3467;25,3616;25,8317;24,0635;24,7266;0,72681;0,0969054;-1,65562;-1,48696;
H2KYH5(309);28,0553;24,2538;25,0932;23,9791;29,2983;24,9961;23,4504;26,5866;0,18514;0,510381;-0,737478;-0,473015;
H2KYH5(324);26,4279;25,9433;23,7043;25,9351;26,8572;26,6844;26,3606;26,9857;1,00421;0,0484415;-1,21932;-1,95017;+
H2KYH5(334);23,5676;24,4692;24,4763;20,8128;26,0714;26,3785;26,5569;26,6148;1,8992;0,00669486;-3,07394;-3,51383;+
H2KYH5(219);23,1303;21,9394;23,7757;24,2183;24,9376;24,6446;23,9334;25,098;1,32327;0,0228632;-1,38746;-2,48466;+
H2KYH5(21);18,9922;20,3767;19,3644;19,456;21,3694;20,9808;21,307;21,2772;2,82022;0,00109293;-1,68627;-5,50146;+
H2KYH5(173);24,3001;24,4906;24,7854;20,81;24,5876;23,5168;22,933;23,8042;0,0396846;0,868243;-0,113858;-0,114373;
H2KYH5(175);21,2157;20,1507;17,8947;19,8155;21,3986;21,5657;21,5226;21,3578;1,29536;0,024663;-1,692;-2,4373;+
H2KYH5(191);29,6402;27,7301;26,773;27,2253;28,109;27,6298;27,4458;28,4718;0,0370535;0,876563;-0,0719523;-0,107076;
H2KYH5(134);23,855;23,4009;21,5418;23,8691;21,367;20,1834;20,7257;21,2902;1,98798;0,00582975;2,27512;3,68409;+
H2KYH5(392);20,8027;19,5006;19,5127;20,5627;25,0628;26,0387;26,055;25,2228;4,83986;0;-5,50015;-12,7236;+
H2KYH5(354);23,842;24,599;23,1858;22,5532;23,8679;22,1732;22,4831;23,1585;0,492194;0,191692;0,624302;1,07919;
H2KYH5(10);28,0827;26,7899;26,6781;26,5034;29,3182;28,0499;27,4692;28,1329;1,22539;0,0287463;-1,22907;-2,31922;+
H2KYH5(395);23,6652;23,5506;23,665;24,7934;25,1701;26,0456;25,4098;24,9812;2,13297;0,00424412;-1,48315;-3,97052;+
H2KYH5(393);17,6153;20,7185;19,6397;19,6628;27,5958;27,6005;25,7401;27,0404;4,15909;0;-7,58515;-9,68913;+
Q86NI2(132);19,6932;18,8233;20,5818;18,7302;22,8353;21,6059;22,0838;22,6943;2,81808;0,0010884;-2,84768;-5,49619;+
Q86NI2(151);19,9683;19,7351;20,2992;19,6281;21,3761;18,5908;21,4514;21,1312;0,470624;0,203921;-0,729699;-1,04015;
H2KYJ5(239);19,8888;20,3592;18,7287;18,9913;20,9309;21,4912;20,0262;21,5354;1,56422;0,0130857;-1,50394;-2,90164;+
Q8MQE2(76);18,9189;20,8095;20,8737;20,4149;23,8489;22,4428;22,0185;22,6016;2,19905;0,00371325;-2,47369;-4,10477;+
H2KYN7(293);20,1804;20,742;21,0772;17,91;21,8971;18,642;21,0098;21,1269;0,287385;0,360432;-0,69154;-0,690037;
H2KYN7(400);20,2596;18,4621;20,0789;20,5275;23,2407;22,2491;20,7486;22,3105;1,7946;0,008076;-2,30518;-3,31785;+
H2KYP4(357);22,2845;22,9203;22,5453;23,407;21,1707;20,6882;20,8822;21,5774;2,81794;0,0010869;1,70968;5,49584;+
H2KYP4(295);22,6529;22,983;22,0147;23,6963;22,6336;21,8488;22,6815;23,6137;0,1042;0,687416;0,142299;0,283006;
H2KYP4(547);19,3403;21,7887;19,0993;20,042;21,5778;23,0954;21,7339;22,1;1,59482;0,0123773;-2,05924;-2,95583;+
H2KYR1(284);20,003;20,8077;18,3697;19,3715;21,1934;20,8947;21,479;19,7348;0,944609;0,0542266;-1,18751;-1,85119;
H2KYR1(290);20,4835;21,2419;22,6768;23,1886;20,203;21,5666;20,9244;21,3554;0,602685;0,13893;0,885332;1,27443;
H2KYR1(202);21,119;21,2745;19,8864;18,5731;21,1109;21,1729;20,7052;21,6042;0,691692;0,107807;-0,93506;-1,42738;
H2KYR1(209);20,4362;19,1333;20,8284;18,9371;21,7044;21,5111;21,0877;21,4673;1,78674;0,00810084;-1,60891;-3,30331;+
H2KYR1(139);21,6501;21,3138;15,9893;20,2228;21,4677;20,5955;21,1529;21,6639;0,49056;0,192137;-1,42602;-1,07625;
H2KYR1(251);22,9714;23,0425;21,8959;21,1821;20,3301;21,2884;21,3526;21,3877;1,21173;0,0294354;1,1833;2,29626;+
H2KYR1(253);19,4224;20,4987;21,5237;20,9114;21,9648;20,9853;20,8974;21,2981;0,66594;0,115506;-0,697358;-1,38344;
H2KYR1(32);19,9152;21,8468;18,6368;18,7682;24,1617;23,1374;21,1532;23,5036;1,75484;0,00854069;-3,19722;-3,24457;+
H2KYR1(306);21,9967;19,9558;18,2284;20,8097;23,5485;25,5384;24,0436;25,1838;2,47981;0,00171674;-4,33091;-4,7039;+
H2KYR1(378);20,5815;19,5923;20,3343;20,546;21,5784;21,008;21,5379;21,1942;2,13482;0,00425153;-1,06611;-3,97424;+
H2KYR1(47);20,4614;21,3063;20,7129;20,3039;21,2419;21,7073;20,8072;20,6746;0,607079;0,137363;-0,411616;-1,28206;
H2KYR1(53);20,172;21,2658;19,8551;20,7471;21,9389;21,2071;21,5244;20,4115;0,849048;0,0687182;-0,760488;-1,69216;
O44618(226);25,0522;22,2536;24,7656;24,125;23,22;24,0911;24,6798;23,8389;0,0458402;0,850413;0,0916519;0,131302;
H2KYS3(166);20,7253;21,2773;18,5595;20,678;23,5836;24,3176;22,6938;23,4202;2,45946;0,00193439;-3,19376;-4,6588;+
Q8MNV5(712);19,9958;19,0557;20,4468;21,7278;20,846;20,714;21,4314;20,9266;0,540931;0,165901;-0,672978;-1,16621;
Q86NJ8(113);19,5403;18,5892;19,5672;19,5554;21,0628;20,5245;21,2885;20,8336;2,83593;0,00110674;-1,61434;-5,54038;+
Q5R3Y6(466);19,4243;21,4271;19,6111;18,6071;21,7695;21,6642;21,4483;21,4599;1,63696;0,0110228;-1,81805;-3,03096;+
H2KZ06(127);19,7861;21,2778;19,4695;19,4412;25,8205;27,1137;23,9217;26,2141;3,44332;0,000349057;-5,77387;-7,21095;+
H2KZ37(1420);18,9606;20,6024;19,7321;21,1969;22,3658;22,2117;23,5594;23,6991;2,40015;0,0022454;-2,83598;-4,52892;+
H2KZ48(239);18,3973;20,5473;19,0467;19,5141;21,0136;20,5461;21,4908;21,6386;1,88202;0,00687761;-1,79588;-3,48131;+
H2KZ48(244);20,7456;20,6223;19,8541;18,8779;21,4401;21,595;21,2657;21,5463;1,78104;0,0081926;-1,43679;-3,29279;+
H2KZ89(161);18,3908;19,9081;20,2215;19,1096;20,7561;21,3687;20,3005;19,936;1,21235;0,0293528;-1,18282;-2,2973;+
Q95Q55(148);24,9687;23,8028;24,2151;26,1923;25,9817;24,7379;25,825;26,4727;0,734678;0,0946426;-0,959586;-1,50027;
Q95Q55(149);23,9876;24,4694;24,2769;24,7661;20,4121;21,5392;21,4757;21,6423;4,08502;0;3,1077;9,40228;+
H2KZA9(182);24,0328;22,5082;22,7204;24,4777;23,2352;22,9927;22,5278;23,0106;0,434353;0,227802;0,493189;0,973656;
H2KZA9(267);23,295;23,1073;23,8006;24,5529;23,2371;22,9786;22,3183;22,7798;1,20389;0,029999;0,860495;2,28311;+
H2KZC4(118);27,6392;25,8703;24,8425;27,229;21,0474;21,4924;19,6047;21,5359;3,3666;0,000452328;5,47517;6,98051;+
H2KZD2(329);20,9715;21,3243;20,0768;18,7419;21,8641;19,7703;21,3269;20,2766;0,296953;0,350028;-0,530821;-0,709365;
Q86NB3(200);21,6889;23,5527;22,6693;22,888;20,5594;19,9131;21,4044;20,6918;2,23564;0,00353575;2,05755;4,18015;+
Q18930(821);22,0665;22,4242;21,5767;23,5403;21,9213;21,1547;20,3921;20,0775;1,38082;0,0198731;1,51554;2,58287;+
Q4TTA9(60);20,3277;21,5689;19,2026;20,0997;21,714;21,1839;21,2356;21,3178;1,10398;0,0375748;-1,06311;-2,11609;+
Q965K3(69);19,8759;18,5683;18,534;21,8392;21,4833;21,166;21,2353;20,749;0,93549;0,0554702;-1,45406;-1,83603;
Q688A5(71);20,0521;21,6493;19,5542;21,5515;21,9562;21,5773;20,7185;21,6922;0,630477;0,127831;-0,78428;-1,32253;
Q9BL66(180);25,1446;24,551;24,3396;23,8906;19,6473;21,6361;21,2611;20,1435;3,41863;0,000344186;3,80942;7,13613;+
H2KZN1(10);21,0829;21,8814;21,0036;21,049;20,2062;21,2842;20,9942;21,8132;0,17688;0,526295;0,179779;0,454488;
X5M917(14);21,0338;18,7133;18,1452;21,3539;19,2388;19,7257;20,9871;20,3224;0,106106;0,683535;-0,256945;-0,287723;
H2KZR4(343);20,3862;19,091;19,707;19,9784;20,9534;20,7052;20,778;21,3071;2,03607;0,00543161;-1,14526;-3,7779;+
H2KZR4(386);20,1475;18,3259;19,7977;17,9706;20,6698;21,452;20,7926;20,6833;1,75178;0,00855334;-1,83904;-3,23895;+
H2KZR4(270);20,7825;19,5775;19,7071;20,9992;21,172;20,6073;21,1059;21,1611;0,984592;0,0501081;-0,744977;-1,91759;
H2KZT9(308);27,8351;26,812;27,0608;26,2701;26,8295;27,9985;26,6616;26,9075;0,085271;0,736667;-0,104807;-0,235396;
H2L023(196);22,4402;23,6888;24,438;23,287;26,2916;25,6169;25,7235;25,8126;2,78854;0,00105914;-2,39762;-5,42359;+
H2L023(105);24,1085;22,2136;22,5727;24,2474;26,0046;24,7704;24,4986;24,6703;1,46188;0,0165911;-1,70042;-2,7226;+
H2L023(9);26,1288;25,602;24,8178;26,3104;26,2792;25,9874;25,3811;26,3122;0,288087;0,35969;-0,275253;-0,69146;
H2L023(306);19,3593;19,7562;21,2387;21,0032;21,7174;22,305;22,0366;21,9244;1,8776;0,00690476;-1,65651;-3,47298;+
H2L028(74);19,93;20,4762;19,3811;18,9381;21,5276;21,4574;21,1302;20,135;1,60988;0,0119562;-1,3812;-2,9826;+
H2L034(597);18,4511;20,4556;20,23;21,6632;21,5296;21,3689;21,4351;21,2734;0,918723;0,0576907;-1,20178;-1,80817;
H2L034(371);21,1597;20,7274;17,5989;19,8437;20,5493;20,4725;20,1089;20,0207;0,227952;0,440549;-0,455432;-0,566455;
H2L034(476);24,9351;25,1726;23,917;25,4615;23,6119;23,7677;21,8145;22,4493;1,83785;0,00734938;1,9607;3,39832;+
H2L048(7);20,4611;20,3537;19,583;21,0674;21,1123;21,5478;21,3275;20,5483;1,07036;0,0412778;-0,767684;-2,06012;+
H2L048(338);23,227;21,7127;21,3368;24,0281;23,7833;23,559;23,0647;24,0031;0,761009;0,0881934;-1,02633;-1,54467;
H2L048(380);19,2163;21,076;19,2603;19,9138;21,5068;21,1753;20,1044;21,6862;1,17572;0,0314972;-1,25157;-2,23589;+
H2L048(382);20,2949;20,1018;20,9616;19,6114;22,6713;22,6701;21,7584;21,7966;2,69969;0,00112219;-1,98166;-5,20935;+
Q8MXS5(484);18,0588;20,6711;20,1329;19,6327;21,132;19,405;21,327;21,642;0,830347;0,0719983;-1,2526;-1,66093;
H2L0B6(241);20,1834;21,225;21,3925;19,1647;21,599;20,6686;21,1857;21,6781;0,674193;0,113091;-0,791413;-1,39754;
H2L0C4(405);20,4109;18,9661;20,96;21,5075;23,9361;23,6842;23,9189;23,5635;3,00983;0,000765273;-3,31453;-5,98461;+
H2L0D1(253);21,8144;20,6933;19,0111;19,7189;21,6301;20,1327;21,3915;21,3078;0,537681;0,167218;-0,806095;-1,16045;
H2L0D3(26);21,0209;20,6847;20,139;20,768;21,654;20,7808;20,343;21,5495;0,546102;0,163184;-0,42868;-1,17535;
H2L0D9(105);24,5967;23,3504;23,4873;26,1437;27,3662;27,2879;26,7391;27,4152;2,2556;0,00334087;-2,80762;-4,22162;+
H2L0D9(108);24,5095;23,3504;23,4898;24,5135;27,3662;26,9052;25,813;26,9542;3,05031;0,000629816;-2,79384;-6,09171;+
H2L0E5(652);19,3894;20,5046;18,728;20,1525;20,8265;21,4445;21,1293;20,4182;1,49519;0,0154303;-1,26098;-2,78052;+
H2L0E5(375);20,5102;20,3109;18,928;19,6753;22,2521;21,766;19,8177;21,9401;1,28373;0,025577;-1,58785;-2,4176;+
H2L0E5(672);19,3354;21,4179;18,9822;19,9796;21,6948;20,7805;20,2909;21,884;0,960876;0,0524809;-1,23376;-1,8782;
Q9N5G9(295);25,8508;25,7013;25,2181;23,4253;24,5137;24,6999;24,5863;25,4896;0,142928;0,598323;0,22648;0,376403;
H2L0G5(834);24,0252;23,9836;24,6455;25,6211;24,56;24,6935;24,4199;24,9989;0,0898572;0,725152;-0,0991955;-0,247061;
H2L0H3(25);18,583;17,9979;18,5615;19,1957;25,5842;23,8281;24,4792;24,9;5,04865;0;-6,11337;-13,818;+
H2L0I2(555);19,3189;20,5852;17,8424;21,0951;21,7361;20,6876;20,2903;21,4402;0,831435;0,0719663;-1,32813;-1,66275;
H2L0I2(1025);21,7586;19,7169;18,8317;20,6998;24,1522;22,6969;21,6536;22,2565;1,59377;0,012387;-2,43804;-2,95396;+
H2L0I2(2207);23,912;23,3939;21,8676;22,4895;21,2081;20,5298;20,7674;21,3221;2,13451;0,00424782;1,95893;3,97361;+
H2L0I2(1523);19,8365;20,6935;21,4422;19,3237;24,3107;23,5691;21,4972;22,585;1,87459;0,00692502;-2,66652;-3,4673;+
H2L0I2(612);19,4196;19,6421;20,9024;19,9325;22,9526;23,7939;22,9834;24,0075;3,73008;0,000330033;-3,46021;-8,12892;+
H2L0I2(133);17,9785;20,1788;19,0689;21,886;21,3925;20,9322;21,4925;21,0243;0,85071;0,0684099;-1,43237;-1,69493;
H2L0I2(1777);21,3313;21,9332;23,5841;21,9462;21,1823;21,098;21,3447;20,9312;1,12873;0,0358224;1,05963;2,15735;+
Q22095(331);21,3622;20,4144;20,521;18,9835;23,7139;24,3512;23,5072;23,7211;3,25543;0,000524194;-3,50304;-6,6572;+
H2L0K8(246);20,4449;20,1227;21,1981;18,9742;21,2274;21,258;21,3188;20,3554;0,828257;0,0723089;-0,854934;-1,65744;
Q9GZI3(690);21,4468;21,2727;20,7582;19,3127;24,0746;22,7386;24,1479;24,5314;2,65387;0,00125962;-3,17554;-5,10117;+
H2L0R6(207);18,7791;20,3609;19,973;20,3765;21,4641;21,5901;20,1991;20,0643;0,873144;0,0644856;-0,957018;-1,73233;
H2L0R6(248);19,7767;19,063;17,4492;18,202;24,845;24,38;24,3154;24,8211;4,55258;0;-5,96764;-11,3499;+
H2L0R6(258);18,9235;21,1463;18,3807;17,7128;23,457;24,457;23,2591;24,1331;3,0214;0,000772727;-4,78573;-6,01508;+
U4PC11(162);19,7897;19,3815;21,1801;19,7956;21,7167;21,5437;21,3199;21,5196;1,99937;0,00569736;-1,48825;-3,7062;+
O18688(334);18,8386;21,2188;20,278;19,0033;20,3138;21,6051;21,1797;21,7004;1,10367;0,0376252;-1,36505;-2,11556;+
O18688(110);20,8491;20,562;21,5983;20,7415;20,8464;19,5823;21,122;20,1051;0,58994;0,14396;0,523755;1,25226;
H8W3X0(190);21,7501;21,5937;21,4585;19,711;21,8586;21,7594;21,258;21,5016;0,41711;0,241158;-0,466071;-0,941637;
H9G2R5(26);20,5162;21,5339;19,431;20,488;21,6633;20,4604;21,0752;21,4099;0,625884;0,129615;-0,659947;-1,3146;
H9G2R5(36);19,4731;20,3306;20,2791;21,7071;21,0174;21,2827;21,5116;21,2635;0,872547;0,0645542;-0,821313;-1,73133;
Q21032(198);20,1343;18,0189;19,0225;20,8164;21,4274;21,5645;20,4447;21,1866;1,32842;0,0227111;-1,65776;-2,49342;+
Q21032(141);18,3952;19,7573;20,2611;21,7258;27,421;27,0838;26,3194;27,5626;4,11576;0;-7,06185;-9,52039;+
I2HA98(44);19,6004;21,9029;19,0008;19,4865;21,8842;20,6666;21,4244;20,3907;0,729517;0,0962753;-1,09383;-1,49154;
I2HA98(93);21,6378;20,6554;21,5001;20,8599;21,959;21,3446;21,2168;20,6083;0,121216;0,646474;-0,118886;-0,324663;
I2HA98(394);21,5024;18,5653;19,9252;19,6255;21,639;20,9124;20,6086;21,593;1,00369;0,0484184;-1,28367;-1,9493;+
I2HAF4(22);29,0358;26,8495;26,5226;28,5791;26,2614;28,053;27,7888;28,6005;0,0304478;0,899062;0,0708189;0,0885876;
I2HAF4(18);29,6276;29,1112;28,6807;29,0805;28,8903;28,8923;28,958;29,0977;0,356384;0,290715;0,165402;0,826456;
I2HAF4(3);27,3357;27,3295;27,6961;26,933;27,0276;26,2612;26,0494;27,4635;0,858418;0,0672294;0,623132;1,70779;
I2HAJ2(17);21,2496;19,5145;20,1857;20,1648;21,622;22,548;22,1438;22,155;2,3983;0,00224311;-1,83857;-4,52492;+
I2HAJ2(4);20,0665;18,3097;19,1222;18,9494;21,8423;21,5351;20,8754;21,1823;2,7611;0,00102738;-2,24683;-5,35677;+
K7ZUH9(80);25,6692;25,0302;25,971;25,754;25,5159;24,5302;24,9281;25,5418;0,736151;0,0942671;0,477128;1,50276;
K7ZUH9(37);21,2593;21,3895;21,2235;17,4404;21,4971;21,448;21,4924;21,5006;0,56029;0,156682;-1,15634;-1,20036;
Q6A582(251);21,4781;20,6192;19,2952;19,864;21,6213;20,3753;20,8034;20,7797;0,48941;0,192841;-0,580791;-1,07417;
K8F801(1704);18,8653;19,3457;18,3619;20,3757;21,3529;21,3414;20,6762;21,9118;2,23637;0,00354562;-2,0834;-4,18166;+
K8FDX2(266);19,5494;21,2769;20,1634;21,2451;24,7641;24,8377;25,0628;24,5317;4,15521;0;-4,24039;-9,67393;+
K8FDZ1(1155);18,0084;19,4614;21,4522;20,8655;21,2486;21,5058;21,3389;21,8123;1,01175;0,0477224;-1,52951;-1,96269;+
K8FDZ1(1156);18,3357;18,4254;20,4056;20,71;19,5417;20,7795;21,5348;20,3938;0,703036;0,104537;-1,0933;-1,44666;
L8E833(293);19,3605;21,0966;20,8708;19,6716;21,737;22,157;23,2602;22,6771;2,18254;0,00392473;-2,20794;-4,071;+
L8E833(401);31,0056;30,4705;29,9988;30,4131;25,5837;25,7443;25,7397;25,2246;6,04702;0;4,89893;20,4176;+
L8E833(104);22,5523;23,3938;24,1864;24,7677;23,743;23,1713;22,1711;21,8451;0,747622;0,091436;0,992424;1,52212;
L8E833(106);23,342;23,3938;24,4293;24,7677;21,6008;20,0305;21,0157;21,2162;3,06124;0,00063837;3,01739;6,12088;+
L8E833(236);24,5805;25,3487;24,9102;26,1107;24,6476;24,1266;24,9369;24,9413;0,735991;0,0943528;0,574452;1,50248;
L8E833(251);26,534;26,1866;25,8315;26,4144;27,1748;26,888;27,4237;28,1007;2,06311;0,00508333;-1,15517;-3,83116;+
L8E833(258);25,2796;24,1843;25,5491;26,0952;26,1451;23,8351;24,072;26,3522;0,0817023;0,745487;0,175922;0,22626;
L8E833(289);19,3188;19,7659;18,9946;17,8667;23,6895;24,0222;22,9848;22,9495;4,01337;0,000219178;-4,42499;-9,13201;+
L8EC34(297);24,3853;23,1271;25,0663;24,1671;20,9972;20,9976;21,4079;20,7874;3,51605;0,000255102;3,13897;7,43513;+
M1Z854(255);24,7684;25,5516;22,643;24,078;25,2325;27,7158;26,5433;27,1718;1,58919;0,0124772;-2,40561;-2,94583;+
M1Z854(341);19,9321;20,4272;18,4628;21,6141;20,5958;21,513;21,1599;20,6997;0,609872;0,136425;-0,883035;-1,28691;
M1Z854(88);18,9395;21,236;18,7842;19,8453;19,6692;21,3553;20,2458;21,7728;0,690456;0,10813;-1,05955;-1,42527;
N1NSD4(31);17,3884;20,1696;21,2298;19,3101;21,3062;20,4169;21,4101;20,6339;0,835081;0,0715895;-1,41731;-1,66884;
O01477(84);21,4721;20,1075;19,8276;21,7543;22,7137;23,1949;21,9758;23,022;1,89567;0,00673589;-1,93621;-3,50716;+
O01485(1824);18,9393;20,3502;21,5734;19,2112;24,2205;24,8576;23,3624;23,6644;2,95562;0,0008;-4,00771;-5,84341;+
O01498(161);29,113;28,2956;27,664;23,697;28,3146;27,2027;27,2565;28,5252;0,199757;0,484864;-0,632345;-0,505387;
O01498(281);18,6269;20,315;20,4946;20,3825;21,5938;21,1069;20,891;21,6115;1,51157;0,014838;-1,34607;-2,80913;+
O01498(137);20,8952;18,6835;17,9781;19,0145;21,6266;20,6847;21,5055;21,6343;1,81045;0,00775862;-2,21996;-3,34724;+
O01504(49);21,6765;19,5926;19,2372;18,3913;24,9123;25,1607;23,3824;24,7818;3,01985;0,000771475;-4,83489;-6,01099;+
O01504(59);20,3136;19,7885;20,6632;17,3686;25,1011;23,505;24,185;23,8544;2,88056;0,000969521;-4,6279;-5,652;+
O01504(84);18,8245;18,5145;19,35;21,3475;24,3498;23,5907;22,381;22,0766;2,30988;0,00302033;-3,59043;-4,33553;+
O01504(61);20,7869;20,7215;17,4114;20,7655;26,2378;26,0583;25,4256;26,0313;3,38501;0,000461538;-6,01693;-7,03525;+
O01541(748);21,3029;21,2511;22,3679;22,8424;21,3054;20,5234;20,2326;21,1607;1,27984;0,0258076;1,13554;2,41103;+
O01542(98);19,7191;18,5067;19,9731;20,0351;21,9138;21,3336;21,1454;21,4419;2,53888;0,0016737;-1,90017;-4,83635;+
O01576(569);19,7343;18,4284;18,5753;19,2311;20,935;19,93;20,1735;21,2752;1,95778;0,00614375;-1,58616;-3,62575;+
O01576(630);20,6996;21,2783;21,5629;20,3827;21,3151;20,5844;21,425;21,5287;0,280984;0,367577;-0,232421;-0,677026;
O01577(130);25,8803;26,8299;26,419;24,4778;22,1408;23,3561;25,1868;24,4273;1,35299;0,0215516;2,12396;2,5353;+
O01591(59);21,3425;19,1416;19,8257;19,3734;21,6058;20,8553;20,2781;21,1227;0,939583;0,0548392;-1,04466;-1,84283;
O01615(39);21,1526;21,3663;18,0885;19,2664;21,7882;20,7191;21,238;20,4646;0,614223;0,134502;-1,08402;-1,29444;
O01615(107);17,4268;20,9684;20,4297;17,2577;20,7665;20,1618;19,9858;21,5487;0,756447;0,0891095;-1,59504;-1,53699;
O01615(132);20,8312;19,7386;18,3303;19,6241;21,5683;19,7646;20,1083;21,1494;0,750895;0,0907265;-1,01658;-1,52764;
O01634(400);23,4737;23,6457;23,6813;23,221;21,3148;21,4081;20,1342;20,6929;3,78284;0,000352113;2,61791;8,30812;+
O01634(393);27,4116;27,097;26,2607;28,3488;21,9405;21,5377;20,6008;21,8988;4,44592;0;5,78506;10,8759;+
O01634(183);22,066;22,5942;21,9004;20,3068;21,5469;21,3296;21,1396;21,001;0,401667;0,252057;0,462572;0,912719;
O01681(240);25,5804;25,2241;24,834;25,4806;26,1101;26,2921;26,121;26,8622;2,33586;0,00280355;-1,06662;-4,39066;+
O01692(128);21,4694;21,1221;19,8831;20,2246;24,2347;24,0929;25,2744;24,6457;3,84168;0,000381679;-3,88712;-8,51199;+
O01692(72);18,9032;18,8655;19,358;20,1329;21,4188;20,8761;21,5219;21,118;2,94946;0,000872504;-1,91881;-5,82751;+
O01692(32);19,7138;21,141;18,2546;19,848;23,8972;24,7764;24,8168;24,8587;3,58389;0,000275482;-4,84796;-7,64941;+
O01692(110);20,5101;20,1661;19,1933;19,7041;21,8108;21,1734;20,7924;21,076;1,99093;0,00583439;-1,31975;-3,68981;+
O01692(19);21,3848;19,612;19,8023;20,0266;26,4366;24,5804;25,691;26,9839;3,8943;0,000393701;-5,71658;-8,698;+
O01761(2325);24,59;26,6407;24,8797;25,6587;23,5664;24,2186;24,2538;24,0032;1,5919;0,01246;1,43182;2,95065;+
O01802(32);20,5798;19,6873;21,4184;20,8292;20,4662;21,1003;21,1341;21,285;0,401815;0,252108;-0,367723;-0,912997;
O01802(52);20,2663;20,0631;20,2118;20,5083;20,063;21,0109;20,266;20,7577;0,507153;0,183116;-0,262043;-1,10607;
O01802(74);18,6875;19,811;20,7563;20,8184;20,8914;20,424;21,5314;21,1747;0,906928;0,0594903;-0,987114;-1,78856;
O01802(144);21,5627;21,081;19,3516;19,7787;20,7889;21,6167;18,8656;21,8279;0,147798;0,588332;-0,331267;-0,387806;
O01802(123);19,8265;18,2381;19,7614;20,1758;23,2041;21,6648;21,6986;21,4805;2,28;0,00318852;-2,51151;-4,2726;+
O01802(62);29,0759;28,863;26,3556;27,4044;21,1807;21,5565;19,1193;21,6439;3,71086;0,000318471;7,04965;8,06444;+
O01802(120);19,6433;19,6253;21,2774;21,4863;21,5803;21,2694;21,2875;21,3718;0,853712;0,0679489;-0,869123;-1,69994;
O01805(50);19,2014;18,8291;18,1303;20,509;21,4372;21,4643;20,9233;20,3615;1,80552;0,00784046;-1,87913;-3,3381;+
O01805(16);20,412;21,6915;18,4612;19,9285;22,0696;22,294;21,6773;21,1188;1,23189;0,0282296;-1,6666;-2,33014;+
O01805(13);21,4675;19,5963;18,6587;19,9371;25,3131;25,2224;25,4414;26,1744;3,98527;0,000434783;-5,62294;-9,0279;+
O01806(15);25,5;25,1731;23,4925;24,6291;23,9831;23,1273;21,8849;22,7512;1,53277;0,0143097;1,76206;2,84627;+
