Leading.proteins.Positions.within.proteins;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04; -Log Student's T-test p-value eat2_d15_N2_d15;Student's T-test q-value  eat2_d15_N2_d15; Student's T-test Difference  eat2_d15_N2_d15;Student's T-test Test statistic  eat2_d15_N2_d15;Sign p-val: 0.05 
O44480(131);22,4953;22,2918;21,6141;21,7018;20,0647;20,9971;21,1859;19,5182;1,90542;0,0118752;1,58427;3,52564;+
O44480(136);20,4799;21,1793;21,321;18,7785;23,0107;24,6565;21,104;24,5881;1,53115;0,0230154;-2,90017;-2,84344;+
O44480(24);20,5491;20,7617;20,6273;20,7696;20,1674;20,65;20,2923;21,1639;0,184973;0,551055;0,10854;0,472641;
O44480(4);23,6285;21,3823;20,0063;21,9121;21,3187;17,7962;20,2485;19,1947;1,01732;0,067272;2,09279;1,97194;
O44501(214);21,9447;20,7103;21,4862;20,2411;20,9867;21,2774;19,9808;20,2373;0,432781;0,272656;0,47506;0,970748;
O44557(10);20,2113;19,3393;21,4309;20,2853;21,7898;21,0094;20,8782;18,6724;0,127825;0,660529;-0,27076;-0,340575;
O44560(333);20,5779;20,9495;21,3469;20,2812;21,0575;20,6624;18,9115;20,1755;0,519571;0,218296;0,587122;1,12826;
O44572(61);21,7099;19,3016;20,1859;20,6998;19,802;19,43;18,5516;21,0683;0,476003;0,243024;0,761315;1,04992;
O44608(281);26,9799;25,9548;27,2902;26,7041;22,6618;22,4656;23,0536;23,2811;4,55739;0,00185366;3,86671;11,3717;+
O44735(107);26,673;26,4218;27,8093;29,2928;25,8202;25,4663;22,8061;26,5856;1,19292;0,0448828;2,37967;2,2647;+
O44735(473);22,5494;20,0156;21,568;22,1187;23,7903;24,255;24,0501;22,6006;1,71421;0,0165857;-2,11112;-3,17034;+
O44735(474);24,736;26,1509;25,0146;25,6868;27,114;26,987;26,3027;24,9089;0,767154;0,118056;-0,931077;-1,55501;
O44739(49);19,9365;19,8854;21,8392;21,2354;21,3326;20,4111;20,3504;20,6952;0,0169667;0,947484;0,0267906;0,0500775;
O44752(588);19,7247;21,4092;19,9827;20,1119;27,4507;28,2822;27,0747;27,0306;5,26779;0,00564706;-7,15242;-15,0622;+
Q9BL61(309);26,183;23,3268;23,8335;23,9312;21,8661;21,6201;20,2329;23,0958;1,63244;0,0186807;2,61489;3,02286;+
Q9BL61(48);20,2933;20,3847;21,0458;20,891;19,7707;19,0562;18,1596;21,0495;0,910847;0,0860355;1,14471;1,79507;
Q9BL61(140);22,7412;21,6309;24,4927;23,258;19,3576;19,3112;20,3475;21,3091;2,08861;0,00864505;2,94936;3,88172;+
O44782(4);20,8247;21,2645;21,0771;20,8163;20,7843;19,329;20,5402;19,7318;1,34211;0,0332198;0,899324;2,51674;+
O44827(508);25,1564;23,2627;24,317;23,9078;26,12;25,2232;23,8304;21,8378;0,0311886;0,905196;-0,0918927;-0,090673;
O44847(282);19,8728;20,3635;20,9139;20,7394;20,7335;21,1931;18,4827;21,6721;0,0219877;0,931754;-0,0479193;-0,0645466;
O44847(129);27,2306;25,5384;26,2118;26,202;21,461;21,6962;19,8868;19,5147;3,89126;0,00119481;5,65602;8,68714;+
O44847(183);20,7761;19,4278;18,8107;18,4802;19,5923;18,9462;17,7602;20,1187;0,142432;0,63052;0,26936;0,375239;
O44847(184);20,4439;19,7775;20,5866;21,0545;21,9548;19,5508;20,9046;20,482;0,177709;0,561945;-0,257407;-0,456355;
O44847(32);21,6415;20,9429;21,0068;19,7134;21,7287;19,4487;17,5742;19,0504;0,704262;0,137474;1,37567;1,44875;
O44885(246);20,7395;21,3831;21,4472;18,7326;21,7695;21,1589;20,268;19,7027;0,0678852;0,803778;-0,149179;-0,190375;
O44887(377);24,3676;24,0946;22,5405;23,6618;21,9019;22,5397;22,6201;24,2703;0,611561;0,173602;0,833152;1,28983;
O44897(658);24,1833;22,5011;22,9005;22,7999;21,2966;20,9801;19,041;19,0933;2,26064;0,00604946;2,99343;4,23212;+
O44897(180);26,7866;26,9292;26,9694;27,1887;26,3662;27,7004;27,218;24,7812;0,29206;0,397674;0,452017;0,6995;
O44897(624);21,0226;20,063;20,329;21,542;24,4867;23,2336;24,6207;23,0022;2,92983;0,00307788;-3,09666;-5,77712;+
O44951(116);19,8879;18,4273;21,499;19,7549;19,4057;18,4254;19,4207;20,4562;0,252198;0,449045;0,465283;0,61765;
O44990(195);20,1576;21,332;19,2067;20,6996;25,596;22,4879;23,2949;24,0256;2,3306;0,00523172;-3,50208;-4,37947;+
O44990(187);24,2864;22,296;22,4191;22,5767;23,7578;22,9026;23,2643;23,8755;0,487209;0,235258;-0,555449;-1,0702;
O44995(393);26,2112;25,6195;26,1386;24,9709;25,7162;24,9328;25,1568;26,099;0,274076;0,419499;0,258847;0,662907;
O45012(77);20,1279;20,3104;21,6374;20,3382;21,3864;19,4287;19,802;19,5897;0,431478;0,273743;0,551807;0,968336;
O45060(16);23,8435;23,9351;23,6806;23,13;20,7038;21,7232;18,7968;19,4142;2,66671;0,00365419;3,48779;5,13131;+
O45060(113);25,2554;25,0072;22,7903;22,4231;25,5161;25,6414;24,8545;25,9254;1,09534;0,0556925;-1,61532;-2,10168;
O45083(590);23,649;22,66;23,6708;23,8847;19,6261;19,7451;19,281;20,3801;4,32885;0,00168254;3,70804;10,3765;+
O45102(244);20,3128;20,3977;19,4931;19,7481;24,1808;23,2642;20,7194;24,9306;1,88389;0,0123412;-3,28582;-3,48485;+
O45102(256);21,8726;20,0217;21,14;19,9482;18,7971;20,8873;20,7288;20,8552;0,254687;0,44558;0,428521;0,622843;
O45166(192);23,6624;21,7947;22,1138;21,7761;23,5268;22,8358;24,2104;24,0997;1,28998;0,0362261;-1,33147;-2,42818;+
O45166(203);19,3479;21,0776;20,679;19,7556;19,919;19,0578;21,051;20,9597;0,0174498;0,946689;-0,0318666;-0,0514764;
O45319(12);21,4267;20,8895;21,5799;19,7178;20,1205;20,3161;19,8081;21,5392;0,34607;0,342554;0,45753;0,806475;
O45418(288);21,1189;20,9564;20,8321;19,649;21,6095;22,2153;22,409;20,4879;0,975943;0,0741148;-1,04135;-1,90323;
O45445(6);21,8324;21,3953;21,8555;20,4905;29,1065;30,1553;30,2875;26,5236;3,75339;0,00116788;-7,62479;-8,20766;+
O45451(174);20,9217;21,2423;21,0127;20,0461;20,5335;20,365;18,8299;18,4309;1,11423;0,053069;1,26587;2,13317;
O45470(686);24,8419;22,1516;23,3384;23,1143;23,8558;24,7358;23,306;25,2742;0,624762;0,167636;-0,93137;-1,31267;
O45470(692);22,7657;26,6428;26,4407;26,7244;26,4962;26,1352;25,4502;26,4839;0,19825;0,528502;-0,497984;-0,502074;
O45470(707);22,0022;20,7624;19,9383;21,2397;23,7299;23,2726;21,045;23,1141;1,30292;0,035246;-1,80476;-2,45011;+
O45470(718);21,1473;19,0254;21,1477;21,4292;20,0289;21,6979;20,1912;19,3496;0,195808;0,532687;0,370515;0,496693;
O45495(129);21,5336;20,2122;20,5902;21,0762;20,8041;19,5065;20,7893;19,4431;0,734822;0,128288;0,717289;1,50051;
O45499(66);21,2293;21,3079;21,8592;20,3612;22,8899;22,717;22,7777;23,1468;2,70814;0,00359259;-1,69347;-5,22945;+
O45502(333);21,2888;19,6685;20,3419;18,9821;20,6662;19,4729;20,153;19,7018;0,0448934;0,866294;0,0718379;0,128711;
O45562(3);20,8892;20,82;20,0689;19,0316;21,0948;20,638;17,0549;18,7336;0,344099;0,344174;0,822103;0,80264;
O45577(155);23,3087;24,7462;23,4341;23,4224;19,1973;17,4213;21,4462;17,8413;2,57025;0,00378744;4,75133;4,90767;+
O45577(40);21,8727;21,0438;20,7746;21,2435;20,2218;18,5537;21,4626;21,8715;0,397016;0,299381;0,70626;0,903962;
O45593(34);20,8665;20,6925;20,9447;20,543;17,4136;20,16;19,6866;20,5415;0,946933;0,0790386;1,31122;1,85505;
O45593(89);20,902;21,4801;21,3935;20,4057;19,8232;19,0993;20,8061;19,0414;1,51451;0,0241621;1,35284;2,81427;+
O45665(38);21,7931;21,2759;20,0025;21,2538;20,1044;19,1628;20,3844;21,7851;0,498124;0,229723;0,722128;1,08987;
O45719(344);21,0191;20,302;20,8608;20,9853;23,9123;23,7008;24,1389;24,5943;4,88971;0,00223256;-3,29477;-12,9772;+
Q6BEV8(258);21,1096;20,3957;21,7514;21,4467;23,0444;22,6535;21,276;23,3995;1,38166;0,0306916;-1,41746;-2,58432;+
O45723(33);20,1875;19,5958;21,1153;21,6716;19,0938;20,3239;20,5575;21,6237;0,131206;0,653443;0,242805;0,348658;
O45723(29);23,9895;20,7812;21,7744;22,0055;20,2765;20,2612;19,7127;21,1304;1,30017;0,0355125;1,79246;2,44546;+
O45734(216);23,8046;23,2697;23,1002;22,9518;21,7665;21,28;20,606;19,6233;2,57768;0,00381509;2,46263;4,92466;+
O45783(37);25,1861;21,4947;21,946;22,1598;26,0412;27,8348;25,9257;24,0734;1,54746;0,0224033;-3,27212;-2,87209;+
O45815(61);26,7065;27,0367;26,5977;26,7808;25,8029;25,6465;24,0742;27,5683;0,674561;0,149389;1,00745;1,39817;
O45815(326);24,0969;24,5166;23,2679;22,9485;19,936;18,0916;21,4199;20,1869;2,56296;0,00382254;3,79889;4,89104;+
O45815(328);27,2372;25,2946;27,8929;26,8031;25,6082;25,8625;26,0808;26,0397;0,804494;0,109088;0,909158;1,61769;
O45815(50);27,8198;23,463;23,1656;23,5382;24,6034;24,7801;23,9084;25,5411;0,0648589;0,811083;-0,211618;-0,182403;
O45815(113);21,2817;19,6458;20,2272;21,1162;18,5897;20,3544;20,2054;21,4753;0,23499;0,471986;0,411557;0,581435;
O45841(283);21,8715;20,094;21,2832;21,7327;25,274;24,9293;26,0424;20,7456;1,26658;0,037967;-3,00247;-2,38862;+
O45865(151);21,2219;19,9497;21,0823;18,6269;24,2719;23,0993;21,6543;23,7786;1,94276;0,0112904;-2,98084;-3,59691;+
O45871(200);25,9264;25,9556;25,5422;24,5194;20,3402;19,1455;20,7214;19,9164;4,57559;0,00192405;5,45504;11,4546;+
O45904(227);27,2888;28,2834;28,1067;28,1325;22,0275;20,4124;19,2724;19,3627;4,54499;0,00178824;7,68411;11,3156;+
O45904(74);21,251;20,404;20,9117;20,9837;21,296;18,8839;18,6103;20,4951;0,792123;0,111429;1,06627;1,59695;
O45904(87);21,8992;19,8877;21,6709;20,7533;23,3954;23,2289;24,6118;25,3234;2,40436;0,00478448;-3,08709;-4,53807;+
O45904(53);21,231;21,3862;21,3396;21,214;20,3703;20,045;18,1331;19,5434;1,93044;0,0114295;1,76975;3,57333;+
O45904(192);24,0491;20,9035;22,2759;21,9296;23,9404;23,8105;23,549;24,0649;1,23552;0,0400487;-1,55165;-2,33626;+
O45904(26);26,0137;24,3675;24,1856;23,441;19,6511;20,2619;21,2058;18,4673;2,9517;0,00302564;4,60536;5,8333;+
O45946(49);21,2502;19,9168;20,7215;19,6751;23,4384;21,912;22,6023;23,6156;2,46169;0,00451178;-2,50122;-4,66373;+
O45946(129);22,3418;24,1273;24,614;23,814;20,5838;20,9115;19,1602;20,0755;2,90199;0,00310502;3,54153;5,70617;+
O45946(132);26,2954;26,806;25,9012;28,1946;25,0059;21,0266;23,7934;25,7485;1,34585;0,0329791;2,90567;2,5231;+
O45946(30);24,6797;22,5189;23,1275;22,9058;23,6607;22,1592;22,2509;22,5116;0,51929;0,218399;0,662364;1,12776;
O45946(42);24,8836;23,587;23,1618;23,6529;26,0172;27,0579;25,8011;27,1743;2,72364;0,00357219;-2,69128;-5,2665;+
O45946(19);21,8784;21,0693;21,4396;20,556;19,9783;20,0013;19,6498;19,9436;2,42984;0,00478861;1,34258;4,59365;+
O45951(211);20,9135;20,6022;21,5552;21,1179;21,797;20,684;19,8413;19,5236;0,488715;0,234749;0,585719;1,07292;
O61216(32);21,1717;20,5079;20,9924;21,5033;19,8322;19,2395;18,3243;18,6328;2,68529;0,0036875;2,03663;5,17518;+
O61217(16);24,3572;21,5776;23,2929;24,2188;20,1411;20,6117;19,972;19,2624;2,53087;0,00397655;3,36482;4,81825;+
O61708(596);23,0044;25,2135;26,3576;25,199;20,8089;20,3439;20,6185;21,0248;2,98885;0,00287974;4,24457;5,92966;+
O61708(88);19,9074;21,4982;20,5478;20,6056;19,8131;20,0083;20,1434;19,3897;1,14782;0,0491976;0,801111;2,18923;+
O61742(74);25,3433;20,5189;21,4799;22,1386;33,6938;32,7527;29,5238;30,0916;3,12317;0,00262222;-9,14531;-6,28813;+
O61786(325);20,9217;20,1504;19,9783;20,5983;20,5385;20,3955;19,1662;20,3549;0,331327;0,355809;0,298397;0,777676;
O61792(14);21,1229;21,5481;20,4731;21,1397;19,4096;19,2828;20,2677;20,0052;2,19876;0,00704598;1,32963;4,10417;+
O61820(423);22,0289;21,4541;19,094;21,2079;26,3304;26,4066;23,7584;26,1024;2,7035;0,00365309;-4,70319;-5,21841;+
O61861(81);22,9724;24,8937;23,9216;24,6865;20,0933;17,8974;19,4018;19,1465;3,65589;0,00102564;4,9838;7,88249;+
O61865(480);22,127;23,2164;23,0688;23,9538;19,9651;18,6353;18,6334;20,7511;2,85444;0,00326844;3,59529;5,58649;+
O61974(27);21,7225;21,0929;21,7;21,1825;19,9788;20,0179;16,7778;20,8365;1,16375;0,0476453;2,0217;2,21585;+
O62053(52);21,4269;20,3351;21,0176;18,7501;20,0336;19,2429;19,3747;21,7945;0,121733;0,674729;0,271001;0,325915;
O62071(621);24,223;26,8255;26,8202;25,2747;22,0576;23,1067;22,3419;21,229;2,53848;0,00385429;3,60201;4,83544;+
O62136(433);21,363;19,3355;20,5547;21,3389;20,6428;19,276;18,9926;19,0052;0,969574;0,0751251;1,16885;1,89265;
O62149(165);22,0073;21,4074;21,7124;20,5785;19,4599;20,5128;20,6954;19,0371;1,59708;0,0202928;1,5001;2,95984;+
O62149(172);21,118;21,012;20,9251;21,3479;25,1798;25,2818;26,4531;24,6729;4,49502;0,00161702;-4,29614;-11,0918;+
O62213(4);26,7494;25,2839;25,7803;26,0114;20,0192;20,3834;19,3329;18,8824;5,0572;0,00282353;6,30182;13,8646;+
O62213(20);21,8501;20,8838;20,9882;20,7157;20,3441;19,2442;18,4215;20,7764;1,26891;0,037954;1,41293;2,39255;+
O62220(135);21,5264;21,1123;20,6521;20,0625;20,3486;19,8555;21,1341;17,3709;0,636326;0,163184;1,16104;1,33261;
O62220(100);21,5985;21,2355;21,0442;21,4551;19,7911;20,1573;19,0902;18,1062;2,33031;0,0052716;2,04711;4,37884;+
O62220(10);19,6844;20,8321;20,6383;20,736;21,9258;20,7734;19,0673;18,5451;0,188289;0,544857;0,394785;0,480032;
O62236(111);20,1734;21,1721;21,7561;20,7546;18,9718;20,3151;19,7531;19,28;1,68333;0,0172735;1,38406;3,11436;+
O62236(53);21,6442;20,8113;20,4124;21,0002;23,7895;24,7935;23,9062;24,9612;3,86567;0,00116456;-3,39558;-8,59638;+
O62236(79);25,365;27,1084;26,5459;26,1094;21,0916;20,8736;18,1431;18,1318;3,52421;0,00149153;6,72217;7,46063;+
O62236(157);21,0186;20,7862;20,3063;21,2584;22,0486;20,8286;20,2787;20,0227;0,0332837;0,89988;0,0477138;0,0965544;
O62250(19);24,3784;25,6284;23,0108;23,8066;20,0114;20,5933;21,5565;21,6647;2,51742;0,00418605;3,24959;4,78795;+
O62261(126);21,0065;19,8753;21,1788;20,5784;25,4639;25,1266;24,9608;25,0869;5,17702;0,00355556;-4,4998;-14,5344;+
O62277(180);21,3634;19,8043;20,8799;20,5811;21,8901;18,5816;21,0668;19,4387;0,198729;0,528041;0,412854;0,503127;
O62317(118);21,4944;20,4469;21,1191;21,2941;19,4847;19,0289;19,7168;18,3937;2,70778;0,00358311;1,93258;5,22859;+
O62317(78);20,7578;21,1979;21,0907;19,5237;21,7168;19,8036;19,7552;19,1972;0,332991;0,354696;0,524308;0,78094;
O62317(52);23,1844;23,5147;24,5346;22,3866;19,4055;19,7449;18,9679;19,016;3,85938;0,00115481;4,12148;8,57416;+
O62317(243);20,3691;20,9563;21,2394;21,4538;21,3434;17,9332;21,2861;21,2283;0,262704;0,434175;0,556892;0,63949;
O62317(159);21,5786;19,8916;21,7236;20,747;20,4142;21,2025;19,2817;18,7507;0,759124;0,120745;1,07292;1,5415;
O62317(363);19,7126;20,8881;20,8032;20,4461;19,6441;18,0867;18,7687;19,5253;1,74736;0,0158044;1,45632;3,23086;+
O62317(303);21,4997;20,7847;21,3926;17,9725;20,8583;20,8498;18,9191;18,7827;0,222134;0,489743;0,559881;0,553994;
O62317(40);20,3325;19,6581;20,2997;21,1363;20,7695;21,1572;20,0821;19,8561;0,0936098;0,741692;-0,109566;-0,256542;
O62327(96);20,3245;20,0299;20,8883;21,1211;19,5477;20,7836;20,2354;21,3568;0,0866943;0,757686;0,110079;0,239025;
O62327(124);21,442;20,9852;21,5995;20,9756;19,1152;18,9174;18,6009;19,061;4,65669;0,002375;2,32693;11,831;+
O62328(1301);19,8823;19,7118;20,1668;20,4983;19,743;18,488;18,8852;20,2015;0,86581;0,0949639;0,735356;1,72011;
O62344(12);23,0744;22,9139;22,2223;22,0156;19,9286;19,817;18,7064;18,5315;3,50869;0,0016044;3,31068;7,41219;+
O62344(15);23,0744;22,7477;22,2824;22,0591;20,0014;21,6828;17,4184;19,7849;1,68092;0,0173825;2,81904;3,11;+
O62347(3);21,939;21,2159;21,4187;20,6899;18,7373;20,5834;19,1028;21,8981;0,796448;0,110717;1,23546;1,6042;
O62347(5);18,8713;20,5837;20,9735;21,2616;21,8238;18,5051;20,2719;19,2671;0,201463;0,523334;0,455559;0,509134;
O62415(45);19,424;20,2334;20,4343;20,1058;19,0155;20,2367;18,7879;20,579;0,342094;0,345841;0,394629;0,798735;
O62421(744);21,7057;19,7769;20,9703;20,9048;20,8911;17,3696;18,3538;18,1922;1,32604;0,0338981;2,13776;2,48938;+
O62432(6);21,1059;20,3588;20,3811;20,8532;26,9477;26,2695;26,1769;25,344;5,19509;0,00384;-5,50977;-14,6381;+
O62432(8);22,109;21,1281;21,2757;20,3887;20,3502;19,925;20,2121;19,2178;1,61734;0,0193945;1,29909;2,99589;+
O76258(23);22,4594;22,7445;22,819;22,8583;23,2977;22,9952;22,7255;22,1031;0,0802934;0,774347;-0,06005;-0,222639;
O76360(149);19,2455;20,8196;21,8287;20,2607;21,8233;20,0587;19,1677;20,9382;0,017993;0,945198;0,0416727;0,0530476;
O76371(137);26,0047;26,234;25,8449;25,6496;20,7091;19,1408;21,0885;20,2336;4,85995;0,00208696;5,64031;12,8252;+
O76371(236);24,454;23,8092;23,9522;24,8915;19,3344;19,3804;20,2673;21,5826;3,41089;0,00232911;4,13556;7,11282;+
O76371(11);27,759;25,1576;24,8292;26,1972;22,3124;22,8371;22,7026;24,2582;2,03309;0,00958311;2,95816;3,77205;+
O76371(28);20,432;19,6437;20,6325;21,0843;18,6938;19,5326;20,7146;19,669;0,76621;0,118392;0,795617;1,55343;
O76371(154);23,3787;22,4331;23,0048;21,25;20,3025;17,9866;20,772;19,4331;2,02908;0,00969177;2,8931;3,76418;+
O76371(63);21,7316;20,1321;21,5564;21,4879;25,0865;24,3896;25,7023;23,7799;3,13053;0,00264179;-3,51259;-6,30824;+
O76387(269);23,388;22,3692;22,0947;23,0813;23,6066;22,3523;22,19;24,9647;0,325202;0,362332;-0,54513;-0,765627;
O76387(217);20,8528;19,6718;21,1674;21,6208;18,6434;19,9436;19,7735;17,8359;1,47454;0,0257124;1,77911;2,74457;+
O76565(218);20,9187;20,3394;21,0914;21,3758;23,2427;22,365;21;23,9386;1,35855;0,0320741;-1,70524;-2,54478;+
O76651(237);21,1978;21,204;20,311;20,3095;24,4905;23,6598;22,6467;23,5842;3,09915;0,00263291;-2,83974;-6,22283;+
O76651(310);21,9077;20,2277;20,802;20,9083;18,8695;20,2804;20,4576;17,8018;1,17923;0,045825;1,60905;2,24175;+
O76743(139);22,0783;20,1714;19,8947;21,6163;21,2208;21,6973;19,2297;21,2572;0,0401735;0,879187;0,0889087;0,115725;
O76837(3);20,537;20,5064;21,1649;21,126;19,9445;18,7192;20,5392;20,2656;1,15177;0,0487764;0,966456;2,19583;+
P02513(112);21,5104;20,9532;21,1708;19,2409;21,3139;20,2009;19,7154;20,6723;0,152471;0,610051;0,243184;0,398682;
P02513(120);20,9338;20,5847;20,6988;20,4939;24,9163;24,7532;23,9951;23,5107;4,37028;0,00179661;-3,61603;-10,5508;+
P02513(142);21,7684;21,1618;20,5138;21,4486;21,881;21,4225;20,7723;21,997;0,325303;0,362404;-0,295068;-0,765825;
P02566(1399);27,2126;27,2997;27,4878;27,1384;19,9196;20,4501;20,3269;21,1193;6,69549;0;6,83064;26,2513;+
P02566(1928);26,1427;23,9827;23,9695;24,2159;24,1019;23,5465;23,3429;24,2046;0,662783;0,15352;0,778736;1,37803;
P02566(853);22,8551;25,6415;26,6409;26,0996;19,8479;19,6401;21,6494;19,971;2,70949;0,00359735;5,03217;5,23267;+
P02566(789);19,8372;20,6491;20,3705;20,7862;21,4696;21,8797;21,6343;21,257;2,45135;0,00463626;-1,14939;-4,6409;+
P02566(1035);24,3345;21,3765;23,0209;21,101;19,076;18,9016;21,6339;21,3066;1,11538;0,0530395;2,22868;2,13508;
P02566(1494);23,1515;22,7659;24,4009;22,8099;20,7237;21,0442;21,2615;20,0627;2,78452;0,0032645;2,50903;5,41378;+
P02566(1650);23,8338;24,234;22,9045;24,0909;24,6957;24,0243;24,8057;24,8919;1,23853;0,0397721;-0,8386;-2,34132;+
P02566(1653);23,8338;25,684;25,0123;25,2602;18,8487;21,326;19,4615;21,4833;3,03422;0,0027099;4,66767;6,04895;+
P02566(550);23,2545;25,0005;26,3409;25,4761;20,8622;19,2283;19,9743;20,4132;3,25071;0,00230328;4,89853;6,64376;+
P02566(1694);27,6239;25,5447;24,4851;24,4507;27,9673;27,9377;27,6313;21,7315;0,181446;0,555472;-0,790832;-0,464751;
P02566(926);23,754;22,5374;22,8713;22,6681;19,4319;18,7536;19,6246;20,5953;3,42612;0,00237113;3,35636;7,15878;+
P02566(1736);25,7208;23,4809;24,1522;23,8012;26,8197;27,303;26,2618;26,7161;2,43233;0,0048044;-2,48639;-4,59912;+
P02566(893);23,0153;23,01;23,018;23,782;17,8429;17,674;21,1577;20,1761;2,3928;0,00492308;3,99364;4,51298;+
P02566(1868);21,4009;18,2104;21,7315;21,504;20,6697;18,9345;21,0483;19,6428;0,272956;0,420976;0,637856;0,660611;
P02566(1512);29,4641;27,389;29,4088;30,2187;29,0496;28,796;28,8929;28,7641;0,153581;0,607952;0,244479;0,401256;
P02566(1685);26,8671;23,0109;23,8836;25,1291;24,3047;24,963;23,781;25,0697;0,0781401;0,779125;0,193035;0,217088;
P02566(31);20,9027;21,5522;21,1563;19,7952;19,945;20,2332;21,2551;21,2366;0,13738;0,640317;0,184128;0,363324;
P02566(1391);25,9387;24,4195;24,896;24,2259;20,1501;19,815;20,1531;18,3572;4,01633;0,00107071;5,25117;9,14302;+
P02566(1847);26,0607;26,5513;22,8372;22,1045;17,6558;19,771;19,8536;21,9327;1,74453;0,0157569;4,58517;3,22566;+
P02566(1800);31,0561;26,9627;26,7808;26,1677;27,9991;26,8897;26,5415;25,758;0,332668;0,354765;0,944767;0,780308;
P02566(1090);21,7085;21,3297;21,4579;21,3432;21,179;18,063;21,5084;21,4901;0,487412;0,23519;0,899698;1,07057;
P02566(1091);22,061;19,6215;20,9073;21,5046;18,5993;21,5636;17,6403;21,1601;0,545056;0,205365;1,28278;1,1735;
P02566(1221);21,4402;19,8436;21,1825;19,4916;19,4993;20,3108;20,4254;19,6682;0,427056;0,276705;0,513546;0,96014;
P02566(1223);21,6052;19,4369;21,6948;21,3064;20,1782;21,1466;20,2932;17,8743;0,614166;0,172438;1,13777;1,29434;
P02566(771);23,5588;19,3286;20,5941;20,0628;22,5809;22,7697;22,4818;26,0589;1,05837;0,0613136;-2,58677;-2,04016;
P02566(1793);26,0608;23,1187;23,0509;22,8673;22,7977;22,8276;24,555;24,0624;0,0878517;0,754803;0,213746;0,24197;
P02566(1204);26,6221;26,9455;25,9391;24,3277;20,1713;20,3001;18,9328;21,4845;3,48388;0,0019027;5,73646;7,33529;+
P02566(1203);24,8527;25,0854;24,899;24,5926;19,4452;21,79;19,4036;18,4222;3,38995;0,00242752;5,09218;7,05001;+
P02566(1625);25,9579;23,4814;23,2446;23,5547;24,9956;22,8033;21,1838;24,7389;0,23113;0,476653;0,629234;0,57323;
P02566(1626);25,9579;22,6833;23,2446;20,8346;24,9956;22,8033;22,901;23,6458;0,130134;0,655683;-0,406339;-0,346099;
P02566(1643);25,7076;24,9794;24,5721;24,2173;21,0381;20,4007;19,7531;20,4881;4,41399;0,00192727;4,44907;10,7375;+
P02566(1709);26,2769;23,2154;23,7444;24,16;20,6217;21,8597;24,5089;22,2297;0,999213;0,0700051;2,04418;1,94187;
P02566(1889);25,2754;23,1589;23,934;22,9696;19,2895;20,8999;18,0403;21,377;2,26647;0,00603383;3,93279;4,24428;+
P02566(1904);26,4208;20,9368;21,011;21,3463;23,4215;22,44;22,2517;25,3364;0,252709;0,44858;-0,933704;-0,618717;
P02566(1906);29,8348;27,2545;27,0919;26,6063;26,2621;27,1782;25,5136;26,9686;0,726733;0,130881;1,21624;1,48683;
P02566(1823);21,4354;21,311;19,8761;20,9297;23,6486;22,4541;25,1982;24,8211;2,3398;0,00520497;-3,1425;-4,39906;+
P02566(916);25,5532;24,3185;26,2452;25,2845;24,3385;22,595;25,5155;24,1474;0,834128;0,102507;1,20122;1,66725;
P02566(1259);21,8205;20,6874;20,8653;20,8444;21,8624;21,595;18,3251;19,914;0,308025;0,380189;0,63027;0,731555;
P02566(1815);22,0389;19,7175;20,6374;21,3045;25,3112;24,4163;23,1031;22,1125;1,76499;0,015057;-2,81122;-3,26322;+
P02566(1818);21,5936;20,7425;20,2032;20,1479;19,6733;20,0537;19,4402;19,0176;1,51723;0,0238616;1,12561;2,81903;+
P02566(1174);25,1887;23,3563;22,397;23,2641;20,4334;20,9499;21,1335;20,4747;2,42355;0,00476772;2,80365;4,5799;+
P02566(1175);26,4786;22,4998;22,397;25,3212;20,8216;20,0852;19,7483;19,2667;2,09821;0,0084123;4,19371;3,90085;+
P02566(1112);26,9086;26,294;26,0151;25,1607;21,5267;22,1875;21,7571;21,5828;4,48163;0,0016;4,33105;11,0325;+
P02566(1314);24,3905;24,6114;24,7599;23,1597;18,7324;19,7066;18,595;19,9514;4,23138;0,00144218;4,984;9,97662;+
P02566(1031);21,7781;21,3639;21,3216;20,4488;20,6229;19,863;21,6505;19,0365;0,735411;0,127996;0,934902;1,50151;
P02566(1033);24,1123;22,7312;22,1932;22,4993;19,4291;20,2001;20,102;20,0425;3,16871;0,00259231;2,94059;6,41335;+
P02566(1256);21,0299;22,6142;22,8411;24,2464;22,528;22,3897;26,3688;22,2627;0,239119;0,466332;-0,704402;-0,590176;
P02566(1879);27,7693;27,2495;27,2626;25,5596;25,6901;22,8024;23,4921;23,2129;2,10826;0,00837226;3,16088;3,92093;+
P02566(880);21,9573;18,1766;19,7413;20,8912;19,2176;18,6432;19,1141;19,2714;0,660434;0,154326;1,13002;1,37401;
P02566(904);20,9528;20,1773;20,7388;21,711;21,6435;19,8424;17,5842;19,0752;0,738113;0,127366;1,35865;1,50607;
P02566(5);24,4934;22,7076;22,0988;21,1775;20,01;19,616;20,3564;19,283;2,04819;0,00943617;2,80298;3,80172;+
